vertex,score
1027,3.197163843200209E-4
1028,2.4349422956409887E-4
1029,6.631904728729215E-4
1030,6.117980105084194E-4
1031,1.8077661554509716E-4
1032,1.8641541372417178E-4
1033,1.465046506927263E-4
1034,4.492517389984985E-4
1035,2.2090300252330665E-4
1036,2.2972952293572247E-4
1037,2.719543455285823E-4
1038,3.163762996689516E-4
1039,1.980009295431178E-4
1040,5.973358157125629E-5
1041,1.3642159780923133E-4
1042,6.0554955179971905E-5
1043,2.9455155173818047E-4
1044,1.1513214494198111E-4
1045,3.150705861805868E-4
1046,2.6300672615779826E-4
1047,3.87441352375097E-4
1048,2.870551897716949E-4
1049,3.8192320553692856E-4
1050,2.3136915261621045E-4
1051,1.9056843908655537E-4
1052,1.3626498849097352E-4
1053,4.86217000454079E-4
1054,3.4017235191364153E-4
1055,2.515652847717804E-4
1056,1.8539497938393893E-4
1057,3.640278764671398E-4
1058,3.5669040659730514E-4
1059,3.3285834017368865E-4
1060,2.0819691494250317E-4
1061,1.2347481285539656E-4
1062,1.6290110330438834E-4
1063,1.602674098949663E-4
1064,1.906982792691684E-4
1065,3.3349382130448327E-4
1066,1.8349117661874001E-4
1067,5.660248519460857E-4
1068,2.590116691134757E-4
1069,2.4675036449231145E-4
1070,1.6170266990674515E-4
1071,2.0410605777899352E-4
1072,3.3849616962077487E-4
1073,4.2884321139469996E-4
1074,2.654906652068379E-4
1075,1.8201776541482313E-4
1076,4.875947415770594E-4
1077,3.7762433697746304E-4
1078,1.7882244997826762E-4
1079,3.10903766314354E-4
1080,1.905398333715755E-4
1081,2.446435164847785E-4
1082,1.860100691375561E-4
1083,8.477000426991884E-5
1084,3.7500000000000003E-5
1085,1.7263306533923294E-4
1086,1.7817357165211833E-4
1087,2.4298448332365873E-4
1088,2.3185662545430262E-4
1089,1.5841681287862843E-4
1090,1.6295103781609595E-4
1091,2.7470244857957603E-4
1092,8.255603383877033E-5
1093,1.4323871660428021E-4
1094,2.9791231091629944E-4
1095,3.46340570071805E-4
1096,1.611998633808515E-4
1097,3.6957013537466666E-4
1098,2.7286719019354135E-4
1099,2.0753245106627468E-4
1100,3.621266051991797E-4
1101,1.407596816933352E-4
1102,3.9472673506777014E-4
1103,3.1661355557100786E-4
1104,3.14690805054661E-4
1105,2.3781308929475385E-4
1106,5.360449314919481E-4
1107,2.672651207925972E-4
1108,2.4773108840700465E-4
1109,9.513622750743876E-5
1110,1.013517746941098E-4
1111,2.909136243667357E-4
1112,1.4223052093068728E-4
1113,2.588625866234856E-4
1114,2.3236960298412542E-4
1115,2.4366163140711675E-4
1116,1.5777618293255367E-4
1117,2.676673720151964E-4
1118,3.0043367558086893E-4
1119,4.176181329013927E-4
1120,1.8045766385193536E-4
1121,3.197373389095025E-4
1122,1.706622868378148E-4
1123,2.31510010583383E-4
1124,1.654307604989347E-4
1125,3.492033736074686E-4
1126,8.901061971177326E-5
1127,6.345042375430316E-4
1128,2.331816578593833E-4
1129,1.8102015411333938E-4
1130,1.5464327978290267E-4
1131,4.413175716723518E-4
1132,2.3496903074146446E-4
1133,4.5046463319289214E-4
1134,2.6570276135585367E-4
1135,1.7025733573048702E-4
1136,1.587074892502402E-4
1137,2.909614607847002E-4
1138,1.0431608644129848E-4
1139,3.4086879376245505E-4
1140,2.552606261163822E-4
1141,2.1749383389637483E-4
1142,3.9117130262331036E-4
1143,1.8979130943883407E-4
1144,1.3240730136257587E-4
1145,4.934682358028933E-4
1146,1.966885765138185E-4
1147,1.397509644151973E-4
1148,1.2034103483010311E-4
1149,3.2016896243539827E-4
1150,2.491176337854321E-4
1151,2.0863700933792346E-4
1152,1.7537315783666387E-4
1153,2.4191132173955262E-4
1154,2.4634818642796575E-4
1155,3.466399957540376E-4
1156,3.499351271586484E-4
1157,1.8277308405965464E-4
1158,1.5327960589790334E-4
1159,1.938961542742371E-4
1160,2.7334570034235207E-4
1161,3.38058572740479E-4
1162,1.1312298864312163E-4
1163,1.6858433127050262E-4
1164,4.828398730571022E-4
1165,6.308237838359008E-5
1166,3.0314890831909376E-4
1167,1.6713595466883005E-4
1168,3.4454160371772844E-4
1169,7.48411146363481E-5
1170,1.3567366332607828E-4
1171,1.777982028653246E-4
1172,1.1452507795191904E-4
1173,2.901344560020257E-4
1174,7.737682386576599E-5
1175,3.87379823598294E-4
1176,1.8791898973791616E-4
1177,1.242639336093314E-4
1178,3.5132200082608654E-4
1179,2.415219742137936E-4
1180,1.9854825556701883E-4
1181,5.620234786748676E-4
1182,3.3519662681366733E-4
1183,1.5128950497708606E-4
1184,2.2704101222568627E-4
1185,1.7689129773594168E-4
1186,8.498019638009298E-5
1187,3.873013431526181E-4
1188,2.5424618856072364E-4
1189,2.370437067821669E-4
1190,1.3189750481505945E-4
1191,2.9863966562863577E-4
1192,2.3990254966612214E-4
1193,2.7637449688549664E-4
1194,4.6387624218884884E-4
1195,3.3628420638311883E-4
1196,2.3432867225361243E-4
1197,1.5621275369262115E-4
1198,1.3752120623501248E-4
1199,1.1898750407440734E-4
1200,1.345790131348114E-4
1201,2.9969458015873137E-4
1202,1.5831914406735492E-4
1203,2.1935184324679152E-4
1204,2.0918802148901311E-4
1205,2.7711674466678916E-4
1206,6.521976274155403E-5
1207,2.630028703966797E-4
1208,1.868929437297651E-4
1209,5.218698845958084E-4
1210,6.532576416642868E-5
1211,9.919005117221202E-5
1212,3.6978136742489174E-4
1213,2.0407281784443851E-4
1214,4.2297337906836013E-4
1215,1.4484178066334283E-4
1216,2.5809629381788623E-4
1217,2.4161256372491873E-4
1218,3.4103551687836926E-4
1219,3.3008107997648466E-4
1220,2.1715350000712423E-4
1221,1.8614450921626785E-4
1222,1.8118180605405248E-4
1223,4.486573794583729E-4
1224,1.1403550445457616E-4
1225,2.6902999634088886E-4
1226,9.62457505368141E-5
1227,1.5864487443835774E-4
1228,1.4215178700368187E-4
1229,4.148726898956821E-4
1230,1.6011615176229535E-4
1231,1.2894964156202982E-4
1232,4.500263769929559E-4
1233,1.8412179256939643E-4
1234,2.4382542286274344E-4
1235,1.2948152019448227E-4
1236,2.950148809064287E-4
1237,1.669958536895286E-4
1238,1.6968989811732313E-4
1239,2.0101230693717607E-4
1240,2.113329058673927E-4
1241,5.394932683390474E-4
1242,2.2481310069587083E-4
1243,2.4092189492768996E-4
1244,5.195413786442272E-4
1245,2.636732540468175E-4
1246,3.351701410409547E-4
1247,5.198505158052027E-4
1248,1.5372386781229924E-4
1249,2.800024382363135E-4
1250,1.9393063352789977E-4
1251,7.981176619778634E-5
1252,3.17435936938196E-4
1253,2.2115809865215383E-4
1254,2.4380515017337763E-4
1255,1.596267212747737E-4
1256,2.729611360646118E-4
1257,1.8457389304318378E-4
1258,3.7556651675837256E-4
1259,2.7481663843848046E-4
1260,1.1220992483458563E-4
1261,2.923651339318422E-4
1262,9.662472751903436E-5
1263,3.4548787355122415E-4
1264,2.7730084815628264E-4
1265,1.514321781690855E-4
1266,3.705399682072956E-4
1267,2.1120091179568798E-4
1268,1.753989305447797E-4
1269,1.8157862433613157E-4
1270,2.9270590274290727E-4
1271,3.3616283410053255E-4
1272,4.261355835024817E-4
1273,6.451558956313219E-5
1274,2.3464295737232955E-4
1275,6.645779968556463E-5
1276,4.0728190369696655E-4
1277,7.278945542597766E-5
1278,3.1450758554972465E-4
1279,1.8363047760435147E-4
1280,1.339154114330008E-4
1281,1.2394556354235303E-4
1282,2.1219033582410882E-4
1283,7.225538949448035E-5
1284,2.948699413921631E-4
1285,4.985581870789173E-4
1286,1.8532410537320984E-4
1287,1.8440714164318902E-4
1288,1.919970254278158E-4
1289,2.8850292695766644E-4
1290,4.8487486726653695E-4
1291,1.3116865732595552E-4
1292,1.4877756684791323E-4
1293,1.1355525992925455E-4
1294,2.88764475833259E-4
1295,1.688014300672399E-4
1296,2.0885541641781237E-4
1297,2.7138700920181666E-4
1298,7.634099861863905E-5
1299,2.2674473705574648E-4
1300,1.7568226228004038E-4
1301,5.601823136748155E-4
1302,5.9506438139304333E-5
1303,1.1098997713860895E-4
1304,3.1651666264015946E-4
1305,1.7359210235630478E-4
1306,6.60605031627179E-5
1307,2.9527138050505547E-4
1308,3.297519205135389E-4
1309,2.4357831232278996E-4
1310,4.908907302970197E-5
1311,2.6619745381069884E-4
1312,2.7871190113719764E-4
1313,1.1994580667291113E-4
1314,4.643240107796189E-4
1315,1.6011088388609798E-4
1316,1.8628154709618612E-4
1317,2.695084120755635E-4
1318,2.261835261753943E-4
1319,2.3773357670390686E-4
1320,2.880543970133251E-4
1321,1.1420713792971162E-4
1322,8.14878119560008E-5
1323,1.1408591081832478E-4
1324,2.854766609898349E-4
1325,1.7993413777819296E-4
1326,1.5691526028618457E-4
1327,2.0579403694905056E-4
1328,4.528984927934515E-4
1329,1.7399119904266556E-4
1330,2.9586540169724125E-4
1331,2.1693962522571168E-4
1332,5.370711719287834E-4
1333,1.599769311980915E-4
1334,3.702272896460428E-4
1335,3.1944038741954777E-4
1336,3.478106452267957E-4
1337,1.7777510355662234E-4
1338,2.9802472815204005E-4
1339,1.6166012914931477E-4
1340,2.5219419570117696E-4
1341,2.207786366180381E-4
1342,1.8941338207599274E-4
1343,3.025482483148768E-4
1344,9.688564842570316E-5
1345,2.639270537204167E-4
1346,2.960918696409184E-4
1347,3.3621188974319757E-4
1348,2.3354641940356228E-4
1349,1.5064832001108873E-4
1350,1.112502404911044E-4
1351,2.2557491593891692E-4
1352,2.091966990530409E-4
1353,2.7125350268260827E-4
1354,1.6611306225295476E-4
1355,1.766598007251122E-4
1356,2.1971057620837406E-4
1357,5.215243242043355E-4
1358,4.674528401759599E-4
1359,3.5019760050974394E-4
1360,1.57639262954931E-4
1361,1.204476724861744E-4
1362,2.8544528156624385E-4
1363,4.310847687877855E-4
1364,7.02567882357528E-5
1365,3.363835019573829E-4
1366,2.96365473712941E-4
1367,1.939389995214194E-4
1368,6.724367243453838E-4
1369,1.5462891741602439E-4
1370,3.563149599297663E-4
1371,2.0155029050237925E-4
1372,2.6359592866448536E-4
1373,2.0930058791994194E-4
1374,3.4537994061823124E-4
1375,2.8550963414323936E-4
1376,1.7881687550112916E-4
1377,2.4920557953842285E-4
1378,9.835771244231473E-5
1379,4.015565738366627E-4
1380,1.94688969423429E-4
1381,1.8983553575992358E-4
1382,2.1163387047379078E-4
1383,1.8090219336380504E-4
1384,2.926717307681144E-4
1385,1.0203192770734829E-4
1386,2.759471621832175E-4
1387,1.6974387025583254E-4
1388,1.727491032928628E-4
1389,2.283086005517626E-4
1390,1.8345969162632053E-4
1391,1.9792248972647552E-4
1392,1.018848844067272E-4
1393,3.1240690483691974E-4
1394,2.312777044093601E-4
1395,2.475784045116808E-4
1396,1.594298524765702E-4
1397,2.7053167533257287E-4
1398,3.4588691200785064E-4
1399,3.295656998009998E-4
1400,1.757323621557859E-4
1401,3.571406228515837E-4
1402,1.922837880280971E-4
1403,2.1985463143734378E-4
1404,3.6493226811053344E-4
1405,2.3950390656178155E-4
1406,2.4848369085082563E-4
1407,4.054423238199732E-4
1408,2.400044478141275E-4
1409,6.282651198064002E-4
1410,1.3135754549894896E-4
1411,1.6295258537860107E-4
1412,1.3318408172313277E-4
1413,1.4407823563880687E-4
1414,1.754387181139988E-4
1415,2.669516852404518E-4
1416,1.0807466348553407E-4
1417,1.4976510783434107E-4
1418,2.514936253164146E-4
1419,1.1815849755771099E-4
1420,1.721951323593459E-4
1421,1.865334452774139E-4
1422,1.463652587556873E-4
1423,1.694451425825432E-4
1424,4.572187871932162E-5
1425,2.6936476793485635E-4
1426,3.285209510138197E-4
1427,3.631865663998437E-4
1428,3.4587208361680613E-4
1429,1.2465148540443256E-4
1430,3.384090223607523E-4
1431,1.970930192986701E-4
1432,1.7781256671494094E-4
1433,1.84323240667195E-4
1434,6.888352008993786E-5
1435,1.7042630811338284E-4
1436,1.8717518303032238E-4
1437,3.7139541459332815E-4
1438,1.887786412700868E-4
1439,1.5048675966391787E-4
1440,2.2537803878997723E-4
1441,2.971618364346686E-4
1442,1.040634429179147E-4
1443,1.2458733034276492E-4
1444,1.2576842801193276E-4
1445,9.23194425414644E-5
1446,2.9879182087546143E-4
1447,1.9686270965568866E-4
1448,3.686399703568134E-4
1449,1.3721151185984822E-4
1450,3.2966888489805715E-4
1451,2.9513665026815425E-4
1452,2.1302069176119793E-4
1453,2.049410310582993E-4
1454,3.398816234626833E-4
1455,2.3685321975630184E-4
1456,1.561191482328989E-4
1457,2.880057779353052E-4
1458,5.301460817187032E-4
1459,4.8417741380272936E-4
1460,4.709310501641018E-4
1461,3.006834120251957E-4
1462,2.1837986295352807E-4
1463,1.437843757028299E-4
1464,3.3089184325044233E-4
1465,1.7709013438048512E-4
1466,1.4986302354391375E-4
1467,6.554224945779427E-5
1468,3.763616299292788E-4
1469,4.592372440598918E-4
1470,2.120748152538175E-4
1471,4.140291065866428E-4
1472,3.2192066555566696E-4
1473,1.8827668345851724E-4
1474,1.3069923826652412E-4
1475,2.415332722583534E-4
1476,2.976478325225977E-4
1477,3.3917502594168515E-4
1478,1.2323248088524664E-4
1479,1.964719264001695E-4
1480,1.1637264330975822E-4
1481,2.937345434803891E-4
1482,3.783544397480921E-4
1483,2.8137599289819893E-4
1484,1.235883153059113E-4
1485,2.977376066418396E-4
1486,2.6187539157791534E-4
1487,1.3003367498919626E-4
1488,1.0533521951876937E-4
1489,1.606280689128944E-4
1490,1.869020178502192E-4
1491,2.2137398631575522E-4
1492,3.017307892414128E-4
1493,3.324499098662764E-4
1494,2.676511309247071E-4
1495,1.169289551258758E-4
1496,1.805912728455435E-4
1497,3.9947832937438745E-4
1498,2.9071563718006857E-4
1499,1.985879813490526E-4
1500,2.436225887394034E-4
1501,3.691691164918008E-4
1502,3.436896862382207E-4
1503,4.3100650191662106E-4
1504,3.2436809239750285E-4
1505,1.9638392778403943E-4
1506,2.5086788025854834E-4
1507,7.584773570961588E-5
1508,1.5290883954582218E-4
1509,2.783846350111474E-4
1510,2.931265595845272E-4
1511,1.1070223320239336E-4
1512,2.691692799815669E-4
1513,3.223836774635882E-4
1514,1.7588861731522755E-4
1515,2.0316081028784168E-4
1516,3.9342132525159207E-4
1517,2.307628237161435E-4
1518,2.2364306775348721E-4
1519,2.0958208247159595E-4
1520,1.6952167431642047E-4
1521,1.4151198038320158E-4
1522,1.8302658952435553E-4
1523,1.4173622785218666E-4
1524,1.5000423140380434E-4
1525,3.5395335130768916E-4
1526,1.464004090233679E-4
1527,3.1308129363046943E-4
1528,5.981587408720654E-4
1529,1.5510111404323427E-4
1530,1.0938640990835249E-4
1531,2.2270675813778305E-4
1532,1.9906453411113248E-4
1533,1.946478407515934E-4
1534,3.743187401361226E-4
1535,6.689088229097676E-5
1536,1.5915374819139852E-4
1537,1.1105192005595757E-4
1538,1.3063299057026572E-4
1539,3.9170388119028E-4
1540,2.7909197807128626E-4
1541,2.131090971347922E-4
1542,1.1380891052831478E-4
1543,5.3435789461070964E-5
1544,1.510503196496859E-4
1545,1.5223585289003973E-4
1546,1.527158151941776E-4
1547,1.7396539755988886E-4
1548,1.2463520944489874E-4
1549,3.763577135069992E-4
1550,3.0470168645144484E-4
1551,1.9769419946174508E-4
1552,3.399129078807327E-4
1553,2.8388343880677815E-4
1554,8.259975526502985E-5
1555,4.3747430967207664E-4
1556,4.776821236093496E-4
1557,2.754997279145528E-4
1558,7.228113563638466E-5
1559,1.7569772615750055E-4
1560,7.284064005012935E-5
1561,1.893337960945506E-4
1562,1.365551613799474E-4
1563,4.2636540807546865E-4
1564,1.8393031548358474E-4
1565,2.2291772314282063E-4
1566,1.888221677456862E-4
1567,1.5450090423418567E-4
1568,1.707853595338568E-4
1569,2.3499075235388847E-4
1570,4.099996392708445E-4
1571,2.335884309241904E-4
1572,3.154318657006831E-4
1573,2.716677303383321E-4
1574,2.0705676563083375E-4
1575,2.5797337731298873E-4
1576,1.535059832714502E-4
1577,1.7823353785986697E-4
1578,1.9976804753416748E-4
1579,2.997934870647714E-4
1580,1.736082984464993E-4
1581,1.50807206998536E-4
1582,3.0399228092613153E-4
1583,2.051082393338002E-4
1584,1.8494396855698897E-4
1585,2.497880950170358E-4
1586,3.4430942622213994E-4
1587,2.8310544171861223E-4
1588,3.6010267465813427E-4
1589,2.0073736043892468E-4
1590,8.94176085305284E-5
1591,1.6170466856915645E-4
1592,4.0334698976987767E-4
1593,3.7282961492246183E-4
1594,1.961311730599161E-4
1595,1.9555959665863823E-4
1596,1.41939228665228E-4
1597,2.4403838302712106E-4
1598,1.4520009106072413E-4
1599,1.9385906209008535E-4
1600,3.724743061014156E-4
1601,3.983210820228669E-4
1602,3.845422530130431E-4
1603,1.3336625996844136E-4
1604,2.4301257713041938E-4
1605,2.5067546990188044E-4
1606,1.9084682294797826E-4
1607,4.018702462333315E-4
1608,2.2446892710473008E-4
1609,9.441958893295169E-5
1610,2.3474953746538326E-4
1611,1.3482434089136315E-4
1612,1.9986895407362345E-4
1613,2.062554864369709E-4
1614,3.1565338987967926E-4
1615,2.2570148154290806E-4
1616,5.323014949007349E-4
1617,7.123415250773454E-5
1618,2.034781745810368E-4
1619,2.2972325170155563E-4
1620,2.529099654454612E-4
1621,2.0255218269065085E-4
1622,1.6144089159083924E-4
1623,5.260455120826874E-4
1624,2.089038805997328E-4
1625,3.917844373454433E-4
1626,1.938158415205903E-4
1627,2.0983832221877505E-4
1628,1.2171812839443282E-4
1629,1.3999302687968428E-4
1630,3.027591446531936E-4
1631,1.3179187732389495E-4
1632,1.7432231207345158E-4
1633,3.7560763617277654E-4
1634,1.7734028499364458E-4
1635,5.48529590348898E-4
1636,2.0284502214608298E-4
1637,3.7500000000000003E-5
1638,3.9568379476810167E-4
1639,1.0095856389912102E-4
1640,1.8568417871686908E-4
1641,1.6120177785071144E-4
1642,2.1283568696896802E-4
1643,1.4562715361269663E-4
1644,2.2299245271082774E-4
1645,1.0472963532282699E-4
1646,2.473933618534143E-4
1647,2.242868433490202E-4
1648,6.331598281011103E-5
1649,7.28132663107396E-4
1650,4.541466257053912E-4
1651,1.2052194529792924E-4
1652,3.368561169446911E-4
1653,3.510240762382877E-4
1654,2.819148136819702E-4
1655,2.9683701241227324E-4
1656,5.9059049801974724E-5
1657,9.61959046505358E-5
1658,3.2503936916822773E-4
1659,2.3808101148026863E-4
1660,2.775635749455009E-4
1661,1.8913907717527914E-4
1662,2.61267648722006E-4
1663,5.389952260570346E-4
1664,1.717132438584969E-4
1665,3.211809364904234E-4
1666,2.080283840214472E-4
1667,9.654841473271133E-5
1668,2.780133735381526E-4
1669,2.5333389568257575E-4
1670,2.142037570327762E-4
1671,3.7500000000000003E-5
1672,1.5534988449774243E-4
1673,2.504128169181323E-4
1674,2.913149818434757E-4
1675,1.534561011782175E-4
1676,5.120602040707201E-4
1677,1.5237912295249512E-4
1678,1.9590082406344437E-4
1679,2.0520095919909803E-4
1680,4.725792451526367E-4
1681,1.540860852449746E-4
1682,8.939272117749253E-5
1683,1.1637059219467664E-4
1684,1.399659596347013E-4
1685,2.7616253077042456E-4
1686,4.788235462084187E-4
1687,2.674851707883387E-4
1688,1.0801352141206147E-4
1689,2.606995787739942E-4
1690,9.060402105614988E-5
1691,2.3216774098187533E-4
1692,1.5339679143431937E-4
1693,2.2877146533343266E-4
1694,1.9785066296776056E-4
1695,9.380604541648889E-5
1696,2.73528829653019E-4
1697,2.731955455642858E-4
1698,2.419706467391358E-4
1699,6.781405253933721E-4
1700,2.0184202748041463E-4
1701,1.659693941614097E-4
1702,1.1392740657951224E-4
1703,1.6578774610005644E-4
1704,1.8679498882585497E-4
1705,1.6006832611641553E-4
1706,1.0250528582808E-4
1707,1.7855290096573264E-4
1708,3.749973397399021E-4
1709,3.7579000852201174E-4
1710,4.0473168950102E-4
1711,3.930101861335973E-4
1712,3.6321384924411745E-4
1713,3.4859214514918987E-4
1714,2.756202688087E-4
1715,3.421036790981656E-4
1716,3.116666871528664E-4
1717,1.2346848177061754E-4
1718,1.4841833326017785E-4
1719,4.225629715859574E-4
1720,2.1966323113030705E-4
1721,1.0526439575592022E-4
1722,1.7776601549035113E-4
1723,4.748141479835242E-4
1724,3.7500000000000003E-5
1725,3.616642081588026E-4
1726,2.3506634482008332E-4
1727,1.27107505656104E-4
1728,1.553402579839246E-4
1729,2.1459248018876884E-4
1730,3.2209983532879383E-4
1731,2.70971748199919E-4
1732,2.0580111291519713E-4
1733,4.919919994369603E-4
1734,5.08064987461393E-4
1735,2.5799655865594786E-4
1736,2.2269646659949682E-4
1737,2.1510738755535437E-4
1738,2.487288405414256E-4
1739,1.30815397485174E-4
1740,7.692526957214565E-5
1741,1.450664689057069E-4
1742,1.455890000734938E-4
1743,3.463268162187687E-4
1744,2.9396069341164636E-4
1745,2.711193735715163E-4
1746,2.1273480702471405E-4
1747,3.3187891045781393E-4
1748,1.0102094573886226E-4
1749,6.379811798028158E-5
1750,2.869582111110106E-4
1751,2.747170292301355E-4
1752,2.8117147272137185E-4
1753,2.3842556312931E-4
1754,2.588828989511045E-4
1755,2.2098091426146668E-4
1756,2.0410834858127506E-4
1757,2.309791282828659E-4
1758,2.648874611234534E-4
1759,3.379913297495066E-4
1760,3.451976479435461E-4
1761,3.4619272676362134E-4
1762,2.2074221771875894E-4
1763,2.3077137768797015E-4
1764,3.1474382773747343E-4
1765,3.4287768623789626E-4
1766,3.2861936957381187E-4
1767,1.8466154972065411E-4
1768,2.3883886654429526E-4
1769,2.0260249671872921E-4
1770,2.7513246638177113E-4
1771,1.9452414219554777E-4
1772,3.314690071562372E-4
1773,4.6044752539869287E-4
1774,3.4704684485488765E-4
1775,2.1884145943951085E-4
1776,4.256833371910935E-4
1777,1.5063016743224476E-4
1778,3.938197078923044E-4
1779,2.4915238572220324E-4
1780,3.9502424987483177E-4
1781,2.2639514063163216E-4
1782,2.5167621209209887E-4
1783,2.1482553353973646E-4
1784,1.1490821450536785E-4
1785,2.5222186969795494E-4
1786,3.532258610691944E-4
1787,2.1581967207974235E-4
1788,1.6126188297755137E-4
1789,7.89457287173459E-5
1790,2.028350855503609E-4
1791,3.0573803872523846E-4
1792,2.367009888311886E-4
1793,2.340157004701158E-4
1794,3.715492817923553E-4
1795,4.650701309771603E-4
1796,2.0021866604238585E-4
1797,7.673513646308701E-5
1798,4.932857051243634E-4
1799,2.2372567653155612E-4
1800,1.9450565314600308E-4
1801,2.527665020811967E-4
1802,1.1725626141887703E-4
1803,2.054418646377956E-4
1804,1.3801981623973695E-4
1805,2.26146545588739E-4
1806,4.8043432110864755E-4
1807,3.987797673407901E-4
1808,2.478358453332452E-4
1809,1.951087631237203E-4
1810,2.3988114004403865E-4
1811,2.109406553774253E-4
1812,1.8347501573861072E-4
1813,2.4860455818581943E-4
1814,2.126160343963367E-4
1815,3.532229560118363E-4
1816,1.926238032756823E-4
1817,2.567727647229894E-4
1818,3.0349340008345617E-4
1819,6.92533451424131E-5
1820,3.05864529848257E-4
1821,1.6875090049679308E-4
1822,3.8208258309000543E-4
1823,2.8859317934521334E-4
1824,2.939747111459779E-4
1825,2.1615824427777638E-4
1826,2.1501098331378512E-4
1827,2.9800676480490926E-4
1828,2.8008070254851973E-4
1829,5.043693968974392E-5
1830,5.2565221307333044E-5
1831,1.6227783409689312E-4
1832,3.701565307857592E-4
1833,2.745397210108701E-4
1834,2.514866831536727E-4
1835,1.4678634091259968E-4
1836,2.2072201938073602E-4
1837,1.772533735564398E-4
1838,1.6776390820168223E-4
1839,3.599950555180259E-4
1840,1.715962815894296E-4
1841,5.9295493045441274E-5
1842,3.834508391811521E-4
1843,3.199028138349308E-4
1844,1.6758151124484727E-4
1845,1.6520118748582734E-4
1846,3.4149306882893024E-4
1847,3.5855750672570297E-4
1848,1.5837890992937955E-4
1849,2.5875284303480885E-4
1850,2.751131746204853E-4
1851,2.0209835367443805E-4
1852,2.179725753575882E-4
1853,2.9729529313501755E-4
1854,2.856268114189604E-4
1855,5.316300084753273E-4
1856,7.14235006356882E-5
1857,3.8530718184568395E-4
1858,1.3108953057010584E-4
1859,3.7500000000000003E-5
1860,9.076932572719439E-5
1861,3.0371091085120214E-4
1862,1.5455102188112306E-4
1863,4.863537155297595E-5
1864,2.740320847095926E-4
1865,2.24847488454272E-4
1866,4.233203452993685E-4
1867,1.1706211442639135E-4
1868,1.6852666179249679E-4
1869,3.6695341721041996E-4
1870,1.692045173924331E-4
1871,1.8411433024775648E-4
1872,2.859759763871148E-4
1873,1.9719575911956842E-4
1874,2.832111886804816E-4
1875,2.977841906365389E-4
1876,1.747297416577407E-4
1877,2.2358967772812194E-4
1878,2.1237902691266882E-4
1879,1.594269209052273E-4
1880,1.1168473884349906E-4
1881,1.7603251533774948E-4
1882,1.3468305571527202E-4
1883,3.453472269289144E-4
1884,2.956117549474131E-4
1885,3.1774281395422486E-4
1886,1.6452750094236754E-4
1887,4.923569562093267E-4
1888,2.067499521313326E-4
1889,2.080981463544342E-4
1890,2.7260641756325334E-4
1891,3.719137042677868E-4
1892,2.713966259501677E-4
1893,2.1506555952837428E-4
1894,3.9374997528508814E-4
1895,1.2989373323287807E-4
1896,2.0477993012976898E-4
1897,1.655299394157491E-4
1898,7.676973126186956E-5
1899,2.9313335448391835E-4
1900,2.0178241037976464E-4
1901,2.689524343122947E-4
1902,2.8176709621681066E-4
1903,1.3776080909215776E-4
1904,5.7989413641058475E-5
1905,2.548398114696586E-4
1906,2.877201834639314E-4
1907,1.7766605022950257E-4
1908,2.9983554220356544E-4
1909,2.1451130610760126E-4
1910,3.15297804009897E-4
1911,2.4799389085525844E-4
1912,2.8879626373307945E-4
1913,2.1505864717010203E-4
1914,4.5200719550693246E-4
1915,2.2277788099117293E-4
1916,3.0424705564239765E-4
1917,2.5830259441474396E-4
1918,1.2654873677629192E-4
1919,1.0611201758324869E-4
1920,1.7828695594472067E-4
1921,2.6408247180987287E-4
1922,2.9055930522141717E-4
1923,1.9199304865695163E-4
1924,4.7197584244817477E-4
1925,1.4554237787863674E-4
1926,2.481467716808396E-4
1927,2.686402426313374E-4
1928,3.0904851345065555E-4
1929,1.3854115770403391E-4
1930,5.342841145133192E-4
1931,3.965970759712466E-4
1932,5.077533574304967E-4
1933,1.117835689699626E-4
1934,3.357577106326777E-4
1935,8.226315691220764E-5
1936,3.9266440481512574E-4
1937,2.38123865341284E-4
1938,4.2756601238647107E-4
1939,9.776388596565119E-5
1940,1.1733757751753586E-4
1941,1.9552368293178612E-4
1942,3.5903104992945266E-4
1943,1.6510903058559334E-4
1944,2.5313648292030097E-4
1945,6.33714040733206E-5
1946,1.4880573280283275E-4
1947,2.0765403299271938E-4
1948,3.461602014872182E-4
1949,1.6822569820187304E-4
1950,1.1035028022993102E-4
1951,1.8267402514761616E-4
1952,2.611085449819467E-4
1953,2.8727613825098883E-4
1954,2.948543323560348E-4
1955,1.9252658013770707E-4
1956,2.6766592185569653E-4
1957,1.2959145797475984E-4
1958,1.232060563713252E-4
1959,3.8274577275624016E-4
1960,1.0919046336184746E-4
1961,2.69481294963767E-4
1962,3.137799136385743E-4
1963,3.014695380114749E-4
1964,8.873383036956658E-5
1965,3.783629590862766E-4
1966,2.1938250688237874E-4
1967,1.36646816735977E-4
1968,3.4842403384900846E-4
1969,1.8042498734406522E-4
1970,1.679645456729426E-4
1971,3.06996370524875E-4
1972,2.8361388932741493E-4
1973,3.0057796250326785E-4
1974,2.483160794193808E-4
1975,1.7591958582801676E-4
1976,2.2198676999918429E-4
1977,1.3780996542199665E-4
1978,4.300842133483124E-4
1979,2.2950907207220874E-4
1980,3.4242365764341164E-4
1981,9.156456664925013E-5
1982,2.667190746877355E-4
1983,5.711923870922458E-4
1984,3.292058023540427E-4
1985,3.441772636496343E-4
1986,1.299345847815958E-4
1987,3.5665028469804077E-4
