vertex,score
1988,1.7019006515020172E-4
1989,1.956100602972157E-4
1990,6.263957461483563E-5
1991,3.0309112207468E-4
1992,2.2382035686503813E-4
1993,7.977853333092424E-5
1994,2.1579562349777648E-4
1995,2.656083670499684E-4
1996,3.6650922194656925E-4
1997,5.295308759905317E-4
1998,1.620496816339343E-4
1999,3.0856010029532607E-4
2000,3.446674450048748E-4
2001,4.963298861345286E-4
2002,1.4663397449508415E-4
2003,1.9599319554991566E-4
2004,2.6917974321972565E-4
2005,2.4229343487782308E-4
2006,6.918141462575317E-5
2007,1.8464786514372432E-4
2008,2.3103744171073365E-4
2009,2.7853685653638914E-4
2010,1.699665277339772E-4
2011,1.988838372820742E-4
2012,2.4399663399536983E-4
2013,1.8651716893900046E-4
2014,2.0498738514387042E-4
2015,1.570929277392352E-4
2016,2.0275239636043438E-4
2017,3.532586088826462E-4
2018,3.015091905783376E-4
2019,1.5310136192957956E-4
2020,1.409493430919699E-4
2021,1.8013305202078218E-4
2022,3.478222107747926E-4
2023,1.5442259612209074E-4
2024,3.606405673565882E-4
2025,3.6977768105729856E-4
2026,5.285315113006416E-4
2027,2.4259899612076677E-4
2028,1.737916391470677E-4
2029,3.3272131336017463E-4
2030,3.09169361931986E-4
2031,3.343205856379707E-4
2032,3.591797251772624E-4
2033,2.6328923251932426E-4
2034,4.4299817943227384E-4
2035,3.335594043088149E-4
2036,3.906833327746269E-4
2037,3.2902375389881546E-4
2038,2.2386486296653043E-4
2039,2.7747000405475543E-4
2040,2.2587456273356974E-4
2041,2.822326744011145E-4
2042,2.711413484246921E-4
2043,1.3995756973632394E-4
2044,1.0030748352378504E-4
2045,2.8479580576829997E-4
2046,4.622231803973019E-4
2047,2.548882536394962E-4
2048,6.12236869864282E-5
2049,2.3274059198655634E-4
2050,1.4954805235325346E-4
2051,4.763190472147624E-4
2052,3.2044456037857484E-4
2053,1.739806471572984E-4
2054,2.118468240989781E-4
2055,1.6192125867472984E-4
2056,2.2943151600274264E-4
2057,4.617192946392044E-4
2058,3.534909544311031E-4
2059,1.8145795042050114E-4
2060,1.1745726970372173E-4
2061,2.206438582499349E-4
2062,2.549733351651269E-4
2063,1.3635830092012933E-4
2064,2.0510126662096474E-4
2065,1.5556341523867672E-4
2066,4.112688955058207E-4
2067,1.788161130101666E-4
2068,2.1821874369957887E-4
2069,1.203446442730551E-4
2070,6.3414413038435E-5
2071,1.68552790219256E-4
2072,3.082577272008359E-4
2073,3.9453731836361605E-4
2074,2.381065421329933E-4
2075,1.4277272473825703E-4
2076,1.390137947194956E-4
2077,2.727438759217198E-4
2078,2.72444907524362E-4
2079,2.343499826710242E-4
2080,2.7013534003956206E-4
2081,9.425497418639562E-5
2082,5.090421834279123E-4
2083,3.1526568057973055E-4
2084,1.467940604707919E-4
2085,3.0033288687451295E-4
2086,2.759750930781901E-4
2087,9.703468524811557E-5
2088,2.3416566268925584E-4
2089,2.2546938945237948E-4
2090,1.848088982535481E-4
2091,3.6806055737107727E-4
2092,2.811085003668335E-4
2093,1.4975419780773226E-4
2094,2.5151708999068134E-4
2095,3.3198026075992136E-4
2096,1.8042510350356591E-4
2097,4.2355432476689527E-4
2098,2.4539003586796296E-4
2099,3.5912523041214234E-4
2100,2.3891414921280786E-4
2101,3.0458298342275715E-4
2102,1.88040082739499E-4
2103,5.864801707491955E-5
2104,3.725361480911296E-4
2105,3.559514405862941E-4
2106,1.8596205185613036E-4
2107,2.2171717923760947E-4
2108,3.460196004689018E-4
2109,2.7171903034861307E-4
2110,5.558303255031593E-4
2111,1.7842787846385525E-4
2112,2.3557307717227236E-4
2113,2.0704845704643855E-4
2114,1.0244983416168316E-4
2115,8.540886157236166E-5
2116,1.1517473519284134E-4
2117,4.2055656505349677E-4
2118,2.327121034369322E-4
2119,1.4315293291307976E-4
2120,1.749344381819256E-4
2121,4.279213591280419E-4
2122,2.3526507508091888E-4
2123,3.7446380791896687E-4
2124,2.826337251385626E-4
2125,1.5893984575545336E-4
2126,1.0355839090180988E-4
2127,2.1333337958888893E-4
2128,2.4280198779677136E-4
2129,1.4608491493906976E-4
2130,6.419478875377868E-5
2131,1.593430995745554E-4
2132,1.5659603612925812E-4
2133,2.7092056279227737E-4
2134,1.2475752082261369E-4
2135,6.169443080621126E-4
2136,1.6769418885835476E-4
2137,6.34287668492837E-5
2138,2.0665243867792806E-4
2139,3.5293166029257643E-4
2140,2.3914060285051136E-4
2141,2.5533544251562606E-4
2142,5.55028335929157E-4
2143,5.598374468419595E-5
2144,2.327730376179518E-4
2145,1.2173462875980773E-4
2146,1.983656052761347E-4
2147,6.14123764042977E-4
2148,5.321954673704913E-4
2149,2.192690966399684E-4
2150,3.3651525800129894E-4
2151,4.261170336734059E-4
2152,1.1925984077382105E-4
2153,2.453740074475137E-4
2154,1.2624637572627775E-4
2155,2.663177003668941E-4
2156,2.702473824041603E-4
2157,7.934376140304577E-5
2158,2.8573532339526956E-4
2159,5.51907852960455E-5
2160,2.0481420413782068E-4
2161,8.200854847561843E-5
2162,7.27080603810856E-5
2163,3.912902613642118E-4
2164,2.348344885572035E-4
2165,3.2105263055066236E-4
2166,3.1867514777006683E-4
2167,6.665333480243824E-5
2168,3.254276873724678E-4
2169,2.2735671619988218E-4
2170,2.2694474171597513E-4
2171,4.091122504896827E-4
2172,3.872682508419888E-4
2173,4.117659752888307E-4
2174,3.197979843487119E-4
2175,1.310065000846848E-4
2176,2.819201056594099E-4
2177,7.060050168701361E-5
2178,2.016105569111215E-4
2179,1.9664440776696244E-4
2180,2.154688247841158E-4
2181,7.326716727562785E-5
2182,1.4406403701571347E-4
2183,7.463625506057978E-5
2184,1.1034574376229007E-4
2185,1.13143567378635E-4
2186,2.1872668427513642E-4
2187,3.366290361366988E-4
2188,3.3592718901662947E-4
2189,2.9834231430493906E-4
2190,1.1698847569361111E-4
2191,5.302845248682251E-4
2192,1.3965944617595495E-4
2193,3.457092494296933E-4
2194,1.5936161981784414E-4
2195,2.3694126696792445E-4
2196,9.736313371055627E-5
2197,3.4851426682040113E-4
2198,3.28642221621262E-4
2199,3.6323616175046867E-4
2200,3.8336269124854136E-4
2201,4.8357659810719896E-4
2202,3.456545384319581E-4
2203,6.641502485202409E-5
2204,3.7900261551198825E-4
2205,1.30599158430307E-4
2206,2.61911468974085E-4
2207,3.061801498389697E-4
2208,2.3626930863370794E-4
2209,2.934929928215737E-4
2210,2.605716597498216E-4
2211,3.327365993664807E-4
2212,2.7646719608876217E-4
2213,3.105778775527632E-4
2214,1.4732229149742036E-4
2215,3.733566029382613E-4
2216,1.653879204446617E-4
2217,3.1692921074473257E-4
2218,3.853609256386902E-4
2219,2.955235666679776E-4
2220,3.131607498962417E-4
2221,6.78220155503657E-5
2222,1.8841617541421484E-4
2223,1.3618058783055906E-4
2224,3.69808516524452E-4
2225,2.1367457474343813E-4
2226,2.1974942566097303E-4
2227,2.9107578808155093E-4
2228,2.3122314436766883E-4
2229,2.9089227501447734E-4
2230,3.759658130923285E-4
2231,3.467601990066255E-4
2232,1.850477201276675E-4
2233,1.7609894381161222E-4
2234,3.342706114885109E-4
2235,4.058946676279679E-4
2236,1.8745844127818938E-4
2237,2.352249220013632E-4
2238,9.740850268469766E-5
2239,7.879396972907405E-5
2240,2.0316199586101316E-4
2241,1.8558540993806965E-4
2242,2.0637775948906468E-4
2243,1.352337858265861E-4
2244,1.2151595521920909E-4
2245,1.4431418102609569E-4
2246,3.023318969894263E-4
2247,3.214497021934304E-4
2248,4.356549138329483E-4
2249,7.677189087887897E-5
2250,2.2982445773625266E-4
2251,3.300074905914817E-4
2252,1.701031839051119E-4
2253,1.977811687798917E-4
2254,1.8213889873193613E-4
2255,1.7841060112155623E-4
2256,3.2678602561889456E-4
2257,1.5678509301270127E-4
2258,8.131584021009975E-5
2259,1.5688705104333257E-4
2260,1.368697285522937E-4
2261,1.6587680753716124E-4
2262,2.896534392429697E-4
2263,1.4605338811080586E-4
2264,2.5800310734383795E-4
2265,5.274351017871645E-4
2266,1.1041540895742178E-4
2267,2.735643890330339E-4
2268,3.156472732256874E-4
2269,2.2280067920871124E-4
2270,1.0701589643901096E-4
2271,2.4971967895280806E-4
2272,1.930086279515678E-4
2273,2.0691788934588078E-4
2274,4.5700347118373026E-4
2275,1.6541728620742956E-4
2276,2.3426356684079762E-4
2277,1.2849869198112935E-4
2278,2.457625634410657E-4
2279,4.7340931264177374E-4
2280,1.41239113110146E-4
2281,1.4870925458144513E-4
2282,3.879187405934784E-4
2283,8.973603933045627E-5
2284,2.4835925033536206E-4
2285,2.413203644915628E-4
2286,3.32553454504318E-4
2287,3.461596619322418E-4
2288,3.9445102932813626E-4
2289,1.582541629305728E-4
2290,2.7148717024461896E-4
2291,2.2983854418026867E-4
2292,1.6382471182420664E-4
2293,2.0260839442676768E-4
2294,1.30535840809126E-4
2295,2.8321197477500497E-4
2296,1.7273246840082354E-4
2297,2.21005243612641E-4
2298,2.3399003379541823E-4
2299,1.439932988566808E-4
2300,3.117448370585901E-4
2301,1.621279995473034E-4
2302,2.5967363220899883E-4
2303,9.408901104635787E-5
2304,2.6417425650988E-4
2305,1.5728702586717948E-4
2306,2.542962528629077E-4
2307,2.6781823528852246E-4
2308,3.379506407391842E-4
2309,2.254082015921582E-4
2310,2.36827641468966E-4
2311,2.2786145928821878E-4
2312,1.5125162451376119E-4
2313,3.5421911550883656E-4
2314,2.3890608337520154E-4
2315,3.319439297865926E-4
2316,1.8681255372160623E-4
2317,6.163931959511927E-5
2318,4.821506349616511E-4
2319,1.517548495617674E-4
2320,3.748198761927396E-4
2321,1.80118960119306E-4
2322,9.96112940920312E-5
2323,3.5110375388611447E-4
2324,2.1120222319087677E-4
2325,2.5009809025319454E-4
2326,1.66971925202475E-4
2327,1.893162188867029E-4
2328,3.6017576059477836E-4
2329,3.7546815844524423E-4
2330,2.499727711118758E-4
2331,2.3252196760033142E-4
2332,3.508226228480553E-4
2333,3.808438522186906E-4
2334,8.791300050896154E-5
2335,1.411937169260001E-4
2336,1.7540512839287322E-4
2337,2.0718024695396482E-4
2338,3.368529457276412E-4
2339,5.933052622543615E-4
2340,3.617142401386731E-4
2341,2.070170107196104E-4
2342,1.7733907848701636E-4
2343,2.7896570214185583E-4
2344,1.0851077457035703E-4
2345,2.130141398362078E-4
2346,2.4343179721182445E-4
2347,2.4685384984879773E-4
2348,1.750582533250851E-4
2349,1.32878226905398E-4
2350,3.1928738376958677E-4
2351,9.777566748266363E-5
2352,6.136804918405868E-5
2353,3.0496043978256763E-4
2354,4.511473127342418E-4
2355,2.0814276142187068E-4
2356,2.478134934494326E-4
2357,1.8310566376796483E-4
2358,3.6245874543750504E-4
2359,4.799657125811036E-4
2360,1.99068392088411E-4
2361,2.1382110630637136E-4
2362,1.3127662688378508E-4
2363,1.4262348594683006E-4
2364,3.428309205658886E-4
2365,2.885339483395059E-4
2366,5.956359224161794E-4
2367,1.9083157200106774E-4
2368,3.8659583967267763E-4
2369,2.1206992055752968E-4
2370,9.964842564083344E-5
2371,1.636670274981614E-4
2372,6.63811491915361E-5
2373,1.743228277679754E-4
2374,2.2450543616101616E-4
2375,1.0265051432636648E-4
2376,3.1946784516499445E-4
2377,2.0714104820929548E-4
2378,4.583865590811865E-4
2379,4.7953829659416134E-4
2380,3.16629837737468E-4
2381,1.0197906036868517E-4
2382,6.256435942092974E-5
2383,1.9738203928549919E-4
2384,3.6203257854297485E-4
2385,1.329676686618564E-4
2386,2.857404226154983E-4
2387,3.7427029787931226E-4
2388,2.2274483221374863E-4
2389,3.227115065192873E-4
2390,3.0979475080725167E-4
2391,2.2868867342099627E-4
2392,4.839299456262595E-4
2393,2.679249647235297E-4
2394,8.019104125674497E-5
2395,2.3647509790379427E-4
2396,1.7717426863863217E-4
2397,1.9873499154445727E-4
2398,1.423615354800958E-4
2399,2.9676501157090645E-4
2400,1.9883104212168598E-4
2401,2.8871041239593643E-4
2402,1.568311102972476E-4
2403,1.831970401100171E-4
2404,2.684457539476511E-4
2405,3.7500000000000003E-5
2406,1.9251879417214642E-4
2407,1.276029126356231E-4
2408,2.489078806798688E-4
2409,2.4207182289613736E-4
2410,2.7259207168032454E-4
2411,2.9239358247705086E-4
2412,2.1584521927443237E-4
2413,2.852548895682185E-4
2414,2.985499684832541E-4
2415,1.5106297107855718E-4
2416,1.927648271889786E-4
2417,1.9848721705933422E-4
2418,2.550619864718172E-4
2419,1.847655707659166E-4
2420,3.310248781687575E-4
2421,1.5654591049591712E-4
2422,1.350203929653338E-4
2423,2.784937876872003E-4
2424,3.778713406291392E-4
2425,2.218581043631144E-4
2426,2.7300104524976496E-4
2427,1.07689056058446E-4
2428,2.147276906042537E-4
2429,4.743048652959568E-4
2430,1.7404528868560093E-4
2431,1.3794638965630073E-4
2432,1.8791245888609794E-4
2433,1.893269380816656E-4
2434,1.8970854091842308E-4
2435,2.077253074617122E-4
2436,2.2707932134659938E-4
2437,2.665008134618449E-4
2438,1.7865915662343504E-4
2439,2.1621512495299128E-4
2440,5.5484193902420215E-5
2441,2.885170623463755E-4
2442,2.845548561524424E-4
2443,3.2154323112486033E-4
2444,5.510569360828536E-4
2445,4.2956404246529106E-4
2446,2.375064819208214E-4
2447,7.606978160439227E-5
2448,3.005846707360465E-4
2449,2.4844059224391396E-4
2450,2.1623656240806903E-4
2451,4.067421138519904E-4
2452,6.195445049390147E-5
2453,1.345920211163301E-4
2454,1.601421872804688E-4
2455,2.408391151372209E-4
2456,3.973061183769783E-4
2457,1.533182986530282E-4
2458,3.991062749675732E-4
2459,3.486091796933976E-4
2460,3.519811894919654E-4
2461,4.501393251629164E-4
2462,2.586483000333882E-4
2463,2.5381721166120716E-4
2464,1.9318791679230862E-4
2465,2.913260890165798E-4
2466,1.7759025033579657E-4
2467,1.8163866406236892E-4
2468,1.2765057014831304E-4
2469,1.829044687908919E-4
2470,2.2759200962107286E-4
2471,1.847846751615158E-4
2472,2.7079699799521947E-4
2473,1.4858303358133287E-4
2474,1.4302113604418784E-4
2475,2.5169223240899415E-4
2476,2.1756968432357722E-4
2477,3.6028619536858977E-4
2478,2.494071453209651E-4
2479,2.0178050039703694E-4
2480,1.4090930020245362E-4
2481,2.4122406265231276E-4
2482,2.093361437657006E-4
2483,1.304081235167071E-4
2484,2.7421394219317183E-4
2485,3.2671452783460277E-4
2486,1.0190686344086951E-4
2487,3.191331733421527E-4
2488,3.093136626754542E-4
2489,2.079545778652295E-4
2490,9.428918157454425E-5
2491,1.7216752772790096E-4
2492,1.7785608291804667E-4
2493,6.15538105753067E-4
2494,9.701685076535126E-5
2495,3.921054833550562E-4
2496,2.4171144562821323E-4
2497,1.696046821243755E-4
2498,2.2154478104316445E-4
2499,1.5617302641871746E-4
2500,1.3990227401067506E-4
2501,2.1794855772778982E-4
2502,1.276513449380431E-4
2503,2.1804528159012772E-4
2504,4.4412965159782976E-4
2505,2.6623084972382245E-4
2506,1.0265438013825705E-4
2507,8.202777032334859E-5
2508,2.0453015488588468E-4
2509,1.8769824372185333E-4
2510,1.3152508758419585E-4
2511,1.426657145481655E-4
2512,2.907117240681121E-4
2513,2.5046777627195507E-4
2514,1.9870946906593273E-4
2515,4.209866034879848E-4
2516,9.0776434328181E-5
2517,2.0716753632333976E-4
2518,2.1163299546862356E-4
2519,1.3392652970073128E-4
2520,1.8709422317800825E-4
2521,2.795953477038523E-4
2522,2.4440683535006865E-4
2523,4.742030609891663E-4
2524,2.60667680451554E-4
2525,3.5846970518918443E-4
2526,3.8306904697394767E-4
2527,3.7248290898832156E-4
2528,3.4716347526753545E-4
2529,5.217980898481313E-4
2530,2.522775023495001E-4
2531,1.7224292654770105E-4
2532,1.0368049681932225E-4
2533,2.637715892593312E-4
2534,2.779196296548299E-4
2535,3.2252086132227936E-4
2536,3.306975749999495E-4
2537,3.0368446174061897E-4
2538,3.935457640677482E-4
2539,1.91082798569703E-4
2540,2.1283228516551033E-4
2541,1.6292807455167273E-4
2542,3.5310162612718046E-4
2543,3.148603935992586E-4
2544,1.8351375582005108E-4
2545,3.9207160564630787E-4
2546,1.3801695369272194E-4
2547,1.6265869791544396E-4
2548,3.532369498175194E-4
2549,1.7260775599662118E-4
2550,2.962804267595808E-4
2551,1.159043876290636E-4
2552,3.669987112594171E-4
2553,2.0843141498444733E-4
2554,2.9865143420069546E-4
2555,1.8014833296196988E-4
2556,1.7937672469944338E-4
2557,2.667361105865958E-4
2558,4.816723384165968E-5
2559,2.447289967204482E-4
2560,2.4413754400576146E-4
2561,3.989453860295348E-4
2562,1.4616237494984724E-4
2563,1.347405765696829E-4
2564,1.934987714084722E-4
2565,2.2042342144585047E-4
2566,2.452027241394634E-4
2567,3.686040693696442E-4
2568,1.8397801869190177E-4
2569,1.0808964665451135E-4
2570,3.943568701688785E-4
2571,2.0029391286681853E-4
2572,7.965720258650987E-4
2573,1.8087959466213898E-4
2574,4.2444142978980196E-4
2575,2.933735863448301E-4
2576,3.7722066815620836E-4
2577,1.5048940257921786E-4
2578,2.559817370416081E-4
2579,1.7746851802556918E-4
2580,1.0393736036177782E-4
2581,2.1254070871090717E-4
2582,1.1109068478779058E-4
2583,2.8448079515840954E-4
2584,1.8448599005799887E-4
2585,2.9057852585211125E-4
2586,3.8064402693827813E-4
2587,1.770453888710425E-4
2588,3.4049024311638026E-4
2589,2.498040701834016E-4
2590,6.925813413267306E-5
2591,2.605785167898885E-4
2592,4.908699860180199E-5
2593,2.1506938530078235E-4
2594,1.7714423090057265E-4
2595,3.241603028719163E-4
2596,3.7500000000000003E-5
2597,1.7598351861954499E-4
2598,2.2999678190478864E-4
2599,1.9661335263622572E-4
2600,6.642948703465785E-4
2601,1.811868681695664E-4
2602,1.6560103826602747E-4
2603,3.8628098660686226E-4
2604,3.2175139152274267E-4
2605,1.520612625591855E-4
2606,2.7492736795153334E-4
2607,2.2992639626687455E-4
2608,1.0542650731721534E-4
2609,1.463053429991331E-4
2610,2.095855601530687E-4
2611,2.7317976064728785E-4
2612,2.0672340721749152E-4
2613,2.9167212974698457E-4
2614,4.398597198775588E-4
2615,2.83311548344906E-4
2616,3.550536522399398E-4
2617,3.959552801607174E-4
2618,2.1871493828091488E-4
2619,1.9339773809062312E-4
2620,4.3000878106446507E-4
2621,1.647766256171728E-4
2622,1.9366500199516834E-4
2623,2.1017358322868607E-4
2624,2.446139700092769E-4
2625,1.6374115130374874E-4
2626,3.6896413934467957E-4
2627,1.888657640266908E-4
2628,1.2996327806718194E-4
2629,3.193156300276973E-4
2630,2.001909046824876E-4
2631,1.9771775629608216E-4
2632,9.317644303559296E-5
2633,1.1650367712398349E-4
2634,1.9514759490226667E-4
2635,2.2302479095576356E-4
2636,2.014893742764994E-4
2637,2.48717971370971E-4
2638,1.268935421066137E-4
2639,1.705503957989927E-4
2640,1.1046789623107758E-4
2641,1.1606439700549867E-4
2642,1.8257290435841664E-4
2643,8.500276548974219E-5
2644,3.706550022784266E-4
2645,2.2448393251887872E-4
2646,1.2898227243728387E-4
2647,2.2889460651077253E-4
2648,1.99616704061242E-4
2649,3.848784921195762E-4
2650,1.5683111965458587E-4
2651,1.2928997944851656E-4
2652,2.511298094469588E-4
2653,9.332221626672592E-5
2654,3.7638234065878924E-4
2655,1.5678186569718534E-4
2656,2.2735212410449182E-4
2657,1.5170251838487648E-4
2658,1.4522184723481888E-4
2659,1.715825516053457E-4
2660,1.502393415662676E-4
2661,2.3124593936886068E-4
2662,3.3422395262501075E-4
2663,1.225820392852142E-4
2664,4.746000822594072E-4
2665,4.5418242270363037E-4
2666,1.0721979577631014E-4
2667,9.317644303559296E-5
2668,4.5911550026118297E-4
2669,3.975076853563687E-4
2670,7.709004050517552E-5
2671,3.198428674565729E-4
2672,4.3065190096595526E-4
2673,1.7161887590378327E-4
2674,3.7740491370802815E-4
2675,2.709426405825396E-4
2676,1.6553980707843655E-4
2677,1.1506793641900027E-4
2678,1.7652209459503778E-4
2679,3.48223783633253E-4
2680,2.2849835432613402E-4
2681,5.517141920738385E-4
2682,1.456971961747213E-4
2683,1.1574256054982531E-4
2684,3.01342562888606E-4
2685,1.0842748168955041E-4
2686,3.1345203781826467E-4
2687,4.300536393857478E-4
2688,2.600422709311674E-4
2689,1.4581117764326317E-4
2690,1.0319293850526874E-4
2691,3.162734876846002E-4
2692,2.012033269152161E-4
2693,1.5646858871454976E-4
2694,9.247520842272837E-5
2695,2.509975047080683E-4
2696,2.0990893151692357E-4
2697,3.5859289401386286E-4
2698,1.0338147025630799E-4
2699,2.3762118592845463E-4
2700,4.215343484250587E-4
2701,2.6739494097543246E-4
2702,6.398142877529325E-4
2703,1.5102879123926803E-4
2704,2.239625498918448E-4
2705,4.3950046245726227E-4
2706,1.4857180477711987E-4
2707,2.835596559707907E-4
2708,3.3009574705759957E-4
2709,2.7410999468112265E-4
2710,1.488538985783323E-4
2711,2.706159916380785E-4
2712,1.6749681854478132E-4
2713,7.775600089272974E-4
2714,1.826902144084913E-4
2715,1.8317863675928672E-4
2716,3.1774978316427067E-4
2717,2.6523196172462626E-4
2718,1.751609194355599E-4
2719,1.987256596274317E-4
2720,2.565280529810279E-4
2721,3.400716116319201E-4
2722,2.808655786037809E-4
2723,1.7695012966097027E-4
2724,4.1308443234889587E-4
2725,5.6515232958552775E-5
2726,2.2565331431153305E-4
2727,8.915263706705016E-5
2728,6.943606283388255E-5
2729,1.5291432981033213E-4
2730,3.841358730045438E-4
2731,1.743644778157507E-4
2732,4.029608166445956E-4
2733,2.3170035171347794E-4
2734,2.679620091364226E-4
2735,4.7834634730452595E-4
2736,2.8000974312645133E-4
2737,4.701649831533151E-4
2738,2.9241399591682047E-4
2739,6.935567062282266E-5
2740,2.475079387565867E-4
2741,2.7261399354501053E-4
2742,2.302849477078519E-4
2743,4.1049455460216055E-4
2744,2.485736741125375E-4
2745,2.7080214453121333E-4
2746,9.378204627851045E-5
2747,2.2363397562746368E-4
2748,9.534177358719011E-5
2749,9.521336450113518E-5
2750,1.9985353407587467E-4
2751,7.855053728185154E-5
2752,1.2678805554460312E-4
2753,1.5969992022161572E-4
2754,3.318727455604029E-4
2755,1.7196435731364035E-4
2756,2.1210866727031764E-4
2757,1.4611446867501409E-4
2758,1.3242857610406807E-4
2759,5.122464510283739E-4
2760,1.4602326046041556E-4
2761,1.585672743484402E-4
2762,2.0252841218071718E-4
2763,2.7515624479443324E-4
2764,3.028772469243476E-4
2765,2.655717081305136E-4
2766,2.494143108195731E-4
2767,3.601972433808685E-4
2768,2.0645665277915516E-4
2769,2.0273038412229943E-4
2770,2.5624973439299087E-4
2771,7.269075311812137E-5
2772,4.941827301110536E-4
2773,2.425942657703349E-4
2774,2.165717937378441E-4
2775,2.129030069703553E-4
2776,4.247114653372302E-4
2777,2.1329081763997877E-4
2778,1.5611530528585683E-4
2779,1.7773826136176923E-4
2780,3.737753620725297E-4
2781,6.929915469160401E-5
2782,2.0636572601874878E-4
2783,2.640921889920576E-4
2784,5.830957103667436E-4
2785,2.8254609459163905E-4
2786,4.2081939362289525E-4
2787,3.247948631326899E-4
2788,3.2300728601714063E-4
2789,5.026618778539991E-4
2790,2.3643603667001536E-4
2791,2.2896620556785423E-4
2792,1.9693950791879348E-4
2793,1.3435061017746876E-4
2794,1.7309775522277742E-4
2795,1.8303935545187352E-4
2796,1.8498496119211187E-4
2797,1.243640041040599E-4
2798,1.843021992011995E-4
2799,1.9448508415820524E-4
2800,2.9495025794714253E-4
2801,1.3587462635811682E-4
2802,4.961689898974848E-4
2803,1.3374160280110498E-4
2804,2.2979414415529324E-4
2805,2.3973505241679116E-4
2806,3.7125212457922424E-4
2807,6.378320690509411E-5
2808,3.071191455948794E-4
2809,3.272187578481918E-4
2810,2.7984457013905783E-4
2811,3.9735172467935873E-4
2812,2.9414867022644546E-4
2813,1.3942965654234097E-4
2814,5.186107973456742E-4
2815,1.5582163644645066E-4
2816,1.5030953184012007E-4
2817,2.1410117098824837E-4
2818,1.423843491319315E-4
2819,1.6861385468719246E-4
2820,1.906827902479688E-4
2821,2.7433853246707494E-4
2822,1.9593889066896094E-4
2823,3.7500000000000003E-5
2824,7.896433446265997E-5
2825,2.0773424162045119E-4
2826,5.950935280558263E-4
2827,1.5454797550316224E-4
2828,2.3236574775092027E-4
2829,2.272194297684613E-4
2830,2.346943171238605E-4
2831,3.8822619704472334E-4
2832,4.487846345350322E-4
2833,3.0029110266258026E-4
2834,2.9608604796157805E-4
2835,2.5012923228795594E-4
2836,2.3884004102776965E-4
2837,1.4911221515408538E-4
2838,1.633581630276567E-4
2839,4.1095732846180196E-4
2840,1.8583910893708205E-4
2841,3.20781339951147E-4
2842,1.279958320474019E-4
2843,6.162966887308875E-5
2844,3.8388643485885797E-4
2845,2.928348464838037E-4
2846,2.112471102044342E-4
2847,1.0015986254583466E-4
2848,2.751417512014431E-4
2849,4.3457089046393876E-4
2850,1.5716069970982713E-4
2851,4.877019830131182E-4
2852,1.3140995755643608E-4
2853,3.427467702378259E-4
2854,2.1366512799435305E-4
2855,1.3943465217095216E-4
2856,9.112323511552625E-5
2857,2.4133274407023438E-4
2858,3.7500000000000003E-5
2859,2.686808665707859E-4
2860,2.3152977882648221E-4
2861,2.2959052427981352E-4
2862,1.6341290292311414E-4
2863,7.23491452949067E-5
2864,1.609889057240809E-4
2865,3.627143451873769E-4
2866,3.6301503995293853E-4
2867,2.2821504921618786E-4
2868,2.550139075272616E-4
2869,4.965495939527664E-5
2870,1.7937853466031472E-4
2871,3.063737172542862E-4
2872,8.759391533945428E-5
2873,2.516547472393486E-4
2874,1.5973602749559521E-4
2875,4.5163559663366135E-4
2876,1.3182342826569804E-4
2877,3.287845827101885E-4
2878,1.0948306733796413E-4
2879,9.059549050692313E-5
2880,3.846713698501708E-4
2881,1.9149724633545252E-4
2882,2.0763272425699993E-4
2883,2.96035602353939E-4
2884,1.9445122311664522E-4
2885,2.387372506516207E-4
2886,2.357319050350237E-4
2887,2.0339598079828388E-4
2888,1.1511275303022142E-4
2889,3.835389101911783E-4
2890,3.506787260537292E-4
2891,4.828486251252052E-4
2892,2.3548676535153055E-4
2893,2.735400087730576E-4
2894,1.878457203191275E-4
2895,1.1283456581162929E-4
2896,2.3808006696306037E-4
2897,2.68643292472318E-4
2898,1.6127818779652995E-4
2899,7.627962277193472E-5
2900,2.8519659309590457E-4
2901,2.5884274655622294E-4
2902,4.5486084262909467E-4
2903,2.319461142895634E-4
2904,3.87691099993312E-4
2905,1.484544319294913E-4
2906,1.682473264710712E-4
2907,2.0640641480196352E-4
2908,4.1208631184312786E-4
2909,2.1993375430996053E-4
2910,3.266973216830759E-4
2911,1.7329248037741587E-4
2912,2.4193793803254195E-4
2913,3.1852036188842204E-4
2914,4.174802188148762E-4
2915,9.546254299459367E-5
2916,2.638774244312915E-4
2917,2.1394842739347314E-4
2918,1.6077277623379789E-4
2919,2.9332183167772585E-4
2920,7.310235519357521E-5
2921,8.081240651538705E-5
2922,4.2413408990095495E-4
2923,3.5992317767591267E-4
2924,3.687279940130042E-4
2925,2.1308835959598277E-4
2926,1.2864551631718994E-4
2927,2.1720277007417007E-4
2928,2.89669275667071E-4
2929,2.4010883297048978E-4
2930,1.1443816760796725E-4
2931,2.455635630828501E-4
2932,1.5085817393483423E-4
2933,1.287052031913145E-4
2934,5.099485189814816E-4
2935,2.929749318594543E-4
2936,3.506801133779511E-4
2937,2.1241892233794498E-4
2938,1.534956003102573E-4
2939,3.072327350805072E-4
2940,2.3832527242784662E-4
2941,1.5652444271854968E-4
2942,2.2385547426149815E-4
2943,1.0144545212194846E-4
2944,2.3630321705261567E-4
2945,2.2523545860943738E-4
2946,2.0068740972646457E-4
2947,3.890145068913328E-4
2948,2.3675415201414665E-4
2949,2.943466800322537E-4
2950,3.064561096142276E-4
